question,answer,id,source
where is Lindl in North Wales uk,No Answer Present ,f862b5da-1e60-44f4-95f8-d1c664592281,MSMARCO
where is Keego Harbor Michigan,Keego Harbor is in Oakland County  Michigan  United States ,7bbbb749-8adc-4f05-b26e-35e1603afe26,MSMARCO
where did picts live Scotland,Northern Scotland,b4daf887-f676-4037-b8d0-f7845a50bb05,MSMARCO
what town is Glen Head in,No Answer Present ,e0726cc4-5b35-4778-94ff-8907c2d046b2,MSMARCO
where is lexington Virginia,In Rockbridge County  ,dbe1dc8d-96fa-42dc-806e-7ddb4628c99d,MSMARCO
where is Toano Virginia located,In James City County  Virginia  United States ,0b7117d1-0e55-4b57-93c9-62986ce8208d,MSMARCO
where is the Netherlands located,In Western Europe,4c2d4f48-f92c-47f5-9b12-c9525e750b7c,MSMARCO
where is The Isle of Bute,The Isle of Bute   or Bute for short  is a small Island situated within the Firth of Clyde in Scotland ,c9048f31-c0d2-4f54-a36d-6190fc3c5254,MSMARCO
where is temperate Grassland located,They are located north of the Tropic of Cancer  23 5 degrees North  and south of the Tropic of Capricorn  23 5 degrees South  ,882f287c-cae4-4675-b83a-246b38b9a980,MSMARCO
what is the Holy Island of Lindisfarne,The Holy Island of Lindisfarne is one of Britain s foremost Christian sacred natural sites and is the only one where national ecological values overlap with national religious and historical values ,ad3d1766-ef03-43f7-9e2f-b1beb8939809,MSMARCO
where can i buy a 60th wedding card in Winnipeg,No Answer Present ,fa40c758-8e84-4a15-8546-08e2a20a62b8,MSMARCO
what is the airport code for Panama City Panama,No Answer Present ,c2d71ff0-cc80-4be0-89ae-a2992fac8e9a,MSMARCO
where is Tustin,Orange County,347c1431-2d51-4b9e-aad6-fe19566213ab,MSMARCO
where is Rochelle Illinois,In Ogle County  Illinois  United States ,7123af51-7354-4205-8b0f-b4d5610679a0,MSMARCO
where is Damansara Perdana,Petaling Jaya  Selangor  Malaysia,88aaea0c-9f71-4db2-95f6-08879b65a6f3,MSMARCO
where is justice Illinois,In Cook County  Illinois  United States ,a2d03b17-e392-4a71-81ca-893896667abb,MSMARCO
where is Poplar Mountain Kentucky,No Answer Present ,363db3d5-ca21-4d21-b2ac-0ef1435ad209,MSMARCO
what is the closest airport to savannah Georgia,Savannah Hilton Head International Airport,6139c2b8-6b48-451f-a3b5-b287fde0ed16,MSMARCO
what is the capital of Burma,Yangon ,10634523-7add-45b4-b512-6adcacfe4d79,MSMARCO
where is Slough,Berkshire  England,b5922b8d-fa6f-40db-b934-e9f9a700c045,MSMARCO
where is Hewitt Vineyard in California,No Answer Present ,2c51b483-5280-40ce-bfab-e132872d5743,MSMARCO
where is Washington New Hampshire,Sullivan County  New Hampshire  United States ,80bd4b7c-1659-46ea-ba49-a5e9964f7531,MSMARCO
where do peaches grow Europe,Peach cultivation also went from China  through Persia  and reached Greece by 300 BC  Alexander the Great introduced the fruit into Europe after he conquered the Persians ,1c3c520c-1081-416e-b1e6-bf7118b98753,MSMARCO
where is Noah buried,Mount Lubar,1c181498-ffd3-469c-afea-0c7d5d06e111,MSMARCO
which is the largest Football Stadium in Europe,Camp Nou  Barcelona  Spain ,3dccd717-19e4-429a-8b9c-74f53c84263f,MSMARCO
where is McLean Stevenson buried,McLean Stevenson buried at Forest Lawn Hollywood Hills  in Los Angeles  California ,43a5ab1a-c6f4-41bb-8844-70830d0c8793,MSMARCO
where is the Menai Bridge,In north Wales,4793b49d-fb1b-4a33-a124-b93387340077,MSMARCO
where is Spindletop,South of Beaumont in eastern Jefferson County,1dfa9315-bb5b-4238-9ed4-13304926efcf,MSMARCO
what township is Tampa Florida in,No Answer Present ,4f9bdab0-2b64-4eae-a9c8-2a901ae99f19,MSMARCO
what is tallest building in Arizona,Chase Tower,67009d64-1c91-4f0c-b5e7-b5fc7be21771,MSMARCO
where is Sweet Lake in Michigan,No Answer Present ,a5c378ae-13b1-413b-b204-b87601d3a592,MSMARCO
where was Gran Torino filmed,Grosse Pointe Park  Detroit  United States ,38aa5033-e152-4219-baf1-b5fd4019dfdd,MSMARCO
where is gautrain station at or Tambo,No Answer Present ,2cc58dd6-4b21-4cb1-9a05-fa909eac6a71,MSMARCO
where did the us launch a brilliant amphibious invasion of north Korea that saved south Korea,No Answer Present ,35fd3a45-7ac9-41db-986c-be257e4018a9,MSMARCO
which continent is south Korea in,Eastern Asia,ce626ad7-8e75-4e82-9740-82c31de93ae9,MSMARCO
where is Post Falls Idaho,It is in Kootenai County  Idaho  United States ,edaa2eca-32a0-4132-9f8e-8d56e092e072,MSMARCO
where is Indiana Beach,On Lake Shafer in Monticello  Indiana ,89f441b7-5c17-47ee-91b0-5a777fdd8fd3,MSMARCO
where is the Tustin station in Irvine California,The tustin station is located in a shopping plaza at the intersection of Jamboree Road and Edinger Avenue in Irvine  CA ,dc5bc08b-8a29-4db0-b9b7-9ab346930248,MSMARCO
where are Maroon Guava Granite Quarries,No Answer Present ,8e500e6e-8d11-467d-936a-5442be995d1b,MSMARCO
where is Salem,Dent County  Missouri,61bd0b2f-ad39-4c27-9519-ac9379b655ef,MSMARCO
where is Noah  s ARK in Kentucky located,No Answer Present ,35ef7681-80fa-4e45-bb23-31211a2039ad,MSMARCO
where is jose Bautista from,No Answer Present ,b1054160-a0d7-4e0a-b617-f327f9dc7e81,MSMARCO
where is tv show bellevue filmed,Bellevue is filmed in Montreal ,6a9e5956-8625-4b52-92a9-28c16b8f7d51,MSMARCO
where can you buy river rock in Jacksonville Florida,No Answer Present ,f5fb8db9-758e-4cb3-bf95-753220e67d4f,MSMARCO
what parish is Hammond Louisiana,Tangipahoa Parish,404da7c5-f230-4e0b-91c6-d38f00e87658,MSMARCO
what zone is eye of Eternity in,Borean Tundra zone,a460b57e-82ee-4bf9-9328-02523a6f6974,MSMARCO
where is Osceola Florida,In the U S  state of Florida ,b57007c1-b4c9-4a0a-8836-da3312f142cb,MSMARCO
where is Rainbow City Alabama,No Answer Present ,5f26c8c3-b46d-4785-9359-7bbadee039a5,MSMARCO
where is terry Indiana,In Perry County  in the U S  state of Indiana ,29682a5f-fae7-4b29-bc1c-0c04249acd8c,MSMARCO
where is Tropic of cancer in India,Tropic of Cancer passes through Gujarat  Rajasthan  MP  Chhattisgarh  Jharkhand  West Bengal  Tripura and Mizoram ,4b5b471e-1896-4e26-8230-ff7c45c584a7,MSMARCO
where is the Falkland Islands,An archipelago in the South Atlantic Ocean on the Patagonian Shelf ,43725958-c55c-40ae-8aac-d1f1b6211a4c,MSMARCO
where is Inland Virginia,Warren County,2c1eb298-85e2-4449-a088-dd9f1751844a,MSMARCO
where is Montgomery Massachusetts,Montgomery is a residential town situated in the Berkshire foothills  Massachusetts ,daa8862f-e396-4ba3-94d4-4f0dae12f35f,MSMARCO
where is Nauru located,Located in the South Pacific Ocean south of the Marshall Islands in Oceania ,a3672f8c-1735-4169-a36a-b676b2fb24c7,MSMARCO
where is Spruce mtn West Virginia,In West Virginia  U S   located in the Allegheny Mountains in the eastern part of the state ,202457fd-af7b-4f48-a640-aca68d8124cc,MSMARCO
where is shakespeare Globe Theatre is,London,be02fd2b-383e-4756-912d-e2cb61be7ab2,MSMARCO
where is eclipse visible in North Carolina,No Answer Present ,43113e26-4628-4694-9dcd-e65a3bba43b5,MSMARCO
where is Coconut Creek Florida,Coconut Creek is a city in Broward County  Florida  United States  ,5b546033-ef7a-4582-a6a6-43e82921d5a8,MSMARCO
where is corn grown in Georgia,Corn is grown in every county in Georgia ,e776a8fe-b028-4057-8067-6cb4fc0e618a,MSMARCO
where is Sleepy Hollow filmed,Wilmington  N C and Tim Burton s 1999 film Sleepy Hollow was shot in England ,77ee72a8-c5d9-4f6e-9f1d-2cf3c7ce6180,MSMARCO
where is Lincoln Park Dallas,3335 Inwood Road Dallas  TX 75235 ,fdfe3b0f-de11-49d8-aafc-867941221001,MSMARCO
which county is Parlin New Jersey,Middlesex County,794fae66-98df-43bb-960c-75dafbf9abaa,MSMARCO
where is Willow River,No Answer Present ,728350ab-1fe3-4788-b49f-066efa26f1e5,MSMARCO
what is the state code Mississippi,Mississippi,80ad4920-6c3c-4b96-98cb-0d80ebccccd5,MSMARCO
where is steve Irwin buried at,Australia Zoo  Beerwah  Australia ,f4b4ad03-1cfd-41a2-83df-895bcda22cfd,MSMARCO
where is Chattanooga olive located,Tennessee,2a8f75e7-1ac5-4fab-896a-3ac6be6630ac,MSMARCO
where is Dunkirk playing in imax theatres in Westchester New York,No Answer Present ,9e4398e5-76f8-452d-b935-4da9713e4f28,MSMARCO
where is Silverdale Washington,In Kitsap County  Washington  in the United States ,1af01005-998a-4a26-9fba-c920d3489839,MSMARCO
where is Mount Mitchell located,About 35 miles northeast of Ashville  in North Carolina s Black Mountains ,e3e31929-e7ed-4fd0-b602-6fd215321543,MSMARCO
what is the closest airport to chester New Hampshire,Boston Regional Airport,682206ab-deb0-467e-9255-dd6b6024cddf,MSMARCO
where is boomtown New Jersey,In Morris County  New Jersey  United States ,34305e3f-9be9-429b-985f-81e10e51b191,MSMARCO
where was Veronica Roth raised,Veronica was born in New York  raised in Hong Kong  Germany ,7e4a57bf-ef60-4388-a348-e8432f457e62,MSMARCO
where is bishop Vono from,Episcopal Church,2a4afd1b-5157-4d14-bd49-665631eb2c93,MSMARCO
where is Lebanon Tennessee located,In Wilson County  Tennessee  in the United States ,e04803a9-99d0-4191-acef-780809f85078,MSMARCO
where is Grand Rapids airport in Michigan,Grand Rapids Airport is located in Michigan  United Sates ,0d5cc597-d4a8-45b8-bf89-b60f1079f06e,MSMARCO
where is the largest Refugee Camp located,The largest refugee camp was located at Garissa County  Kenya ,21fe72e2-fd0a-4e57-845b-cfdb29c3ce73,MSMARCO
where is the Sydney Opera House located,It is located at Sydney Harbor ,81463d78-0fc8-4bbc-860f-e1ac7bf5707d,MSMARCO
where is Jellystone Park in Florida,North Florida,4fa93bf3-7d41-4a19-873c-b940f1222bbb,MSMARCO
where is Kazakhstan located,It s located south of Russia and north of Uzbekistan  Kyrgistan  Turkmenistan  and Tajikstan  and west of China  in central Asia ,faa5982c-3a34-4c67-ab09-26ed6f4a6630,MSMARCO
where is Allons Tennessee,Overton County,ce14e87f-0a5c-46bc-9c42-55c86afa17e7,MSMARCO
where is Key Largo located,North of florida,83af3913-54c0-4054-80d1-8199479eec4f,MSMARCO
where is Maluma,Maluma  is a Colombian singer  songwriter and record producer  signed to Sony Music Colombia ,e2dced92-5c0f-4f65-b89f-b3af782aa978,MSMARCO
what is the capital of Germany,Berlin,f28ea86b-260d-4164-8350-c509215e59f4,MSMARCO
where is Etruria located,A region of Central Italy  located in an area that covered part of what are now Tuscany  Lazio  and Umbria ,8addca25-f378-489e-af6b-41506627e8eb,MSMARCO
where is Sabine Pass Texas,It is on the state highway 87  at Sabine Pass  thirty miles southeast of Beaumont in extreme southeastern Jefferson County ,8a7a0233-2864-4af9-9d1f-fb73e1121785,MSMARCO
where is Clayton New York,In Jefferson County  New York  United States ,26c83083-deb5-42f0-aa43-f85d4388ef8a,MSMARCO
which airport is Mke,General Mitchell International Airport,a01cbbd5-e392-4431-a641-76cc813c4743,MSMARCO
which county Sherman Oaks is located,Los angeles county ,06b649b5-9825-4f63-82fd-11e29f732f21,MSMARCO
where is Wilpena Pound located,Located within the Flinders Ranges National Park  South Australia   430kms north of Adelaide ,d2dc4cdd-0a3b-435d-8db4-64677af67d71,MSMARCO
where is Marble Falls Texas,Burnet County,8031a29f-28ea-4026-a875-2aec1f30596d,MSMARCO
where is Hurghada,A city in the Red Sea Governorate of Egypt ,7f22c738-ef2b-4f16-adc5-fff64ca54e41,MSMARCO
where is Nez Perce located,The U S  state of Idaho ,0d195e91-ba6b-40d1-a7c6-ca241a10b7e3,MSMARCO
where is Millard,In the U S  state of Utah ,c2136cd5-3711-4303-a3ae-48a3c96fe6ec,MSMARCO
where is Woodside Delaware,In Kent County  Delaware  United States ,f7cfc08d-40a8-4a55-89c6-03864cee048e,MSMARCO
where is the oldest Synagogue located in the us,Touro Synagogue,3ed685ce-6254-495a-bef9-aa16eade92cd,MSMARCO
where does Slime mold live,They live in variable habitats all over the world  Generally slime molds live in damp areas of vegetation  They live under rotting logs and damp leaves  Some of the other habitats that slime molds will inhabit include water such as tropical fish tanks ,20475f46-064d-4b43-9704-1aa39cc31335,MSMARCO
where is Swanage located in England,Swanage Bay in Dorset on the south coast of England at 50 36 43 N 1 57 30 W     50 61194 N 1 95833 W    50 61194   1 95833  50 612   1 958  ,6be23c2c-2da3-4746-ac93-02d3bc5a50da,MSMARCO
which county is Mars Hill North Carolina in,Mars Hill is in Madison County  North Carolina ,8d01dbe8-7eb8-4918-aed5-4b917479da08,MSMARCO
where is Paoli,In Paoli Township  Orange County  Indiana  United States ,155c79c5-00a2-42b8-bd93-8a92361c4c77,MSMARCO
where can i buy business in Incheon Korea,No Answer Present ,53cb84ce-5c99-4f8e-a3ba-5a336d6bf550,MSMARCO
where is Huffman Texas,In northeast of Houston Texas on the East side of Lake Houston ,97e613ec-4aa5-4236-80d5-ef844dfaffab,MSMARCO
where is The Acropolis in Greece,The Sacred Rock  the high city  All around the world the Acropolis of Athens is known as  The Acropolis  ens is the best known The Acropolis is primarily dedicated to the Goddess Athena ,d8a5385f-11a1-4a8d-97f4-355c1b85cf4f,MSMARCO
where is Isle of Man,A part of the British Isles  an archipelago off the north western coast of mainland Europe  and is located in the Irish Sea  approximately equidistant between England  Scotland and Northern Ireland ,bd354f27-83c2-4f74-91d0-ee84ede24fdb,MSMARCO
where is furtwangen Germany,Furtwangen im Schwarzwald is a small city located in the Black Forest region of south western Germany ,05fc32ef-7b90-4549-ab49-bec9d3806fd9,MSMARCO
where is Aprilia Italy,It is a town and comune  municipality  in the province of Latina  in the Lazio region of central Italy ,1ac16c09-ba73-4078-ad92-c52b77425e45,MSMARCO
where is Mill Spring North Carolina,Mill Spring is located in North Carolina ,89e7ac49-1bb8-478f-b8cf-04ad5f6f563d,MSMARCO
where is Oak Creek Wisconsin,Oak Creek is a city in Milwaukee County  Wisconsin  United States ,a80cf7b1-717c-4ab1-ac7b-7e748d90c484,MSMARCO
where george Stephenson was born,Wylam  Northumberland ,ebf88e3d-1a51-4450-8d16-e0b8af30604b,MSMARCO
where to find natural Boron in California,No Answer Present ,7be06383-cbc3-4751-9c0d-b8a237016d1c,MSMARCO
where is Lynnville Iowa,Lynnville is a city in Jasper County  Iowa  United States ,a1285f09-1dc8-4a65-a5ec-497b956e1429,MSMARCO
where is Sweden Taiga located,No Answer Present ,dd456b80-fe3d-41a6-aa28-635c2dd126c5,MSMARCO
where is Pratt Kansas,The county seat of Pratt County  Kansas  United States ,4e4d41b8-1a0d-402a-8d1d-a7139fc73f03,MSMARCO
where can i find nether Wart,No Answer Present ,551a9274-41f3-4ada-b635-67881bb82e8b,MSMARCO
where is the Field Museum located,It is located at 1400 South Lake Shore Drive in the heart of Chicago s Museum Campus ,56323b0c-0ca2-4a01-9f5d-2a9944dc4233,MSMARCO
where is paul Revere from,Harvard  Nebraska  USA ,017c0c49-117d-4572-a87c-7e22be8bbaeb,MSMARCO
where is East Ridge Tennessee,East Ridge is a city in Hamilton County  Tennessee  United States ,8fde6f13-ba4a-4b8b-8ac1-51baf41f30a9,MSMARCO
what is the closest airport to Abilene Texas,Abilene Regional Airport,e8f338f5-3c86-4b31-9ec5-1cf889ac667b,MSMARCO
where is Lake Mills Wisconsin,Jefferson County,98911e5d-2f91-410b-b400-796f1ee5b08e,MSMARCO
where is Madison Alabama located,It is a city located primarily in Madison County  near the northern border of the State of Alabama ,b6804d96-c776-4bd3-b5de-17dd74527b3f,MSMARCO
what state is Meeker in  ,In Rio Blanco County  Colorado  United States ,78a2339c-2afd-4e29-83f2-aa925bc61fc7,MSMARCO
where is Helsinki,Finland,9f29c29e-0f73-4f62-b19d-a43ad0cc904a,MSMARCO
where is hollywood Florida,Broward County,eb4f39ca-895e-4b67-9f04-544cdf65e48a,MSMARCO
where is Greenwell Springs Louisiana,An area of Central  Louisiana  United States  a city in the Baton Rouge metropolitan area ,ce77ba94-c11f-4912-9dfc-ee0c516aa0a4,MSMARCO
what state is Tuscaloosa in,Tuscaloosa is located in the state of Alabama ,251a2630-0333-4645-b0cd-2613d9d5e11e,MSMARCO
where is Gonzales California,It is a city in Monterey County  California  United States  Gonzales is located 16 miles  26 km  southeast of Salinas ,d3b83f30-8184-4b08-aa6e-3b1ac82319f8,MSMARCO
where is Hawaiian Paradise Park located,Fifteen miles Southeast of Hilo ,cd99e44d-e5df-45d8-99d1-1cbfb647223e,MSMARCO
where is Wrigley Field located in Chicago,On the North Side of Chicago  Illinois ,c5a0cc6c-ef26-4312-9a19-6709721287c2,MSMARCO
where is Kirby Arkansas,In northern Pike County  Arkansas  United States ,aef02ebb-acb9-45b5-896d-18b98bc0336b,MSMARCO
what state is Mexicali Mexico in,Baja California,de82e6ba-2cd5-4372-bf8f-6e0348ac6a5f,MSMARCO
where else is Mardi Gras celebrated,New Orleans  St Louis  and New York City ,b1a5e9a9-4bad-4a0f-97eb-e62fa6234c61,MSMARCO
what township is Union County in,No Answer Present ,b2f9603a-44b9-4950-a1b9-f1b763b092b1,MSMARCO
where was the french connection filmed at was The Queens,1 50th Street and First Avenue  New York City  where Doyle waits outside the restaurant  2 82nd Street and Fifth Avenue  near the Metropolitan Museum of Art   New York City   Weinstock s apartment  3 86th Street  Brooklyn  New York City  the chase scene  ,a6c11995-dc13-496b-b56b-118b2f73c705,MSMARCO
which part of the island is Port Louis in Mauritius,Mascarene,630a1a70-77e9-419c-b355-d78f315df60b,MSMARCO
where is Herman Nebraska,Washington County  United States,e2a7bfce-a9d3-40e7-b4b8-ac205df6903b,MSMARCO
where is Grant Park,In Chicago s central business district in the Loop Community area ,aa529531-7ec3-4d8b-bdde-c105c8e58ff8,MSMARCO
where is Colchuck Lake,Leavenworth Washington,ab57c757-860b-4c37-bc11-69b25c93c0d5,MSMARCO
where is Wisconsin State Fair Park located,In West Allis  Wisconsin  United States of America ,368b70de-09c6-4240-9c7b-9566703964fb,MSMARCO
which International Airport to use to get to Grimaud France,No Answer Present ,6cfbd31b-c0d7-491b-a882-a35be8622bf8,MSMARCO
what region is alamaty in Kazakhstan,Almaty Region is the region which surrounds the city of Almaty  The region borders Kyrgyzstan and Xinjiang in the People s Republic of China ,fbb958eb-9df6-4ddb-9792-6f8dd2a338f5,MSMARCO
where is Landro Longshot at,he Landro Longshot Loot Card is found in booster packs from the Heroes of Azeroth Expansion Set  at a rate of 1 in every 121 packs ,356f125f-05af-42e4-b8f4-110091705bf1,MSMARCO
where is Uncasville,In New London County  Connecticut  United States ,ef3721c2-4ea3-4fd5-9f02-afce937b213c,MSMARCO
where is Guam in Australia,No Answer Present ,94a166af-6e60-4349-9b9c-30d75319c880,MSMARCO
where is mccom Mississippi,McComb  Mississippi  in Pike county  is located 67 miles NE of Baton Rouge  Louisiana  center to center  and is 92 miles N of New Orleans  Louisiana ,00b2e3cc-3260-45c4-a6bc-970cb500b22e,MSMARCO
where is Rancho Mirage California,Riverside County California United States,b0ea6737-0075-47dc-8010-33ddebaf7478,MSMARCO
where is the Milky Way visible in Missouri,Milky Way from Missouri Mountain is in Collegiate Peaks Wilderness  Colorado ,97648057-91d7-492f-9974-4ba5bb1a2baf,MSMARCO
what state is Trondheim in,Norway,5ecfb6cb-6ed9-4133-8361-3912a87de717,MSMARCO
what state is Paranagua Brazil in,Paranagua is a city found in Parana state  Brazil ,08bc6fd3-f375-4f85-8a0c-92675a88c30d,MSMARCO
where is Lake Leon,In southwest of Dallas  Central Texas ,cd2dd3b5-b383-4346-ad74-16481038b269,MSMARCO
where is Mariposa California,Mariposa  formerly Aqua Fria  is a census designated place  CDP  in and the county seat of Mariposa County  California  United States ,f6bffdd0-09fd-4944-a6a0-cac1aba78850,MSMARCO
where does the Sea Princess dock in Brisbane,No Answer Present ,3b0ae570-921d-4d7c-b6ce-323353a29eea,MSMARCO
where is Smoky Mountains,Tennessee,9cbb90b3-aa0b-482d-b6c7-53a498f1ed49,MSMARCO
where is the Train station in Bessemer,No Answer Present ,96499023-6038-40ce-aff6-545273b04dda,MSMARCO
where is nîmes France,No Answer Present ,ece7bb55-4a30-41b7-a778-ac9bb0a61c1a,MSMARCO
where is Wellsville New York,In Allegany County  New York  United States ,bf6e424a-5651-4fc1-af28-790d984fb01f,MSMARCO
where is Butner North Carolina,In Granville County  North Carolina  United States ,78b688ed-776e-4680-8ad4-c6189061e858,MSMARCO
where is Garrison in The Ranch,In Grand Junction  Colorado  CO  ,40d747ea-895b-49cb-ac3c-3d487d15e52e,MSMARCO
where is Notre Dame Football Stadium,Indiana,02e8f106-c24e-49df-959d-12891b68df82,MSMARCO
where was Sicily,Sicily is Italy s largest island and the largest island in the Mediterranean Sea ,d6132c86-288f-4b95-8cec-d75468c5b375,MSMARCO
where is Lansing Illinois located,It is located in Cook County  Illinois  United States ,ab4fc43c-a9e1-4574-91fe-a68d81eac478,MSMARCO
where is Concordia College in Nebraska,No Answer Present ,dd53e9ee-84e0-417d-80fd-feee657fceb0,MSMARCO
where is League City,U S  state of Texas  within Houston ,a38d0366-e29b-431d-a649-96cb7a833ef4,MSMARCO
where is hansen Idaho,In Twin Falls County  Idaho  United States ,dd42233c-4c40-4842-89a8-57211408abfc,MSMARCO
where is bell Florida,In Gilchrist County  United States ,1fa30d08-463e-44a1-99f1-1111b77fcf11,MSMARCO
which city is Laguna Beach near,Santa Ana,e74ed958-1bb8-4431-a81b-ee77612cbe76,MSMARCO
where is pfizer located in New Jersey,Pfizer Inc  is a pharmaceutical preparation company located in Peapack  New Jersey ,b4ea5322-1415-4de3-b3bb-8cf6e8adae6b,MSMARCO
where is pacific ocean California,No Answer Present ,6655c271-0e24-470b-bf01-fb03212994f1,MSMARCO
where is pt gmf aeroasia Tangerang,West Jakarta  Indonesia ,43ee8c56-c845-44a7-9563-ac36d169a00e,MSMARCO
where is North Bay Ontario,In Northeastern Ontario  Canada ,c1c87fe4-cff5-44d1-b5c9-5655b93f133e,MSMARCO
where is koeln Delaware,In the German federal State of North Rhine Westphalia ,e35f2dca-9d91-42e3-a6de-c8aab02ff738,MSMARCO
which highway was once Oregon Trail,No Answer Present ,d8a33405-9aba-4633-82db-e5c5946ac00c,MSMARCO
where is Wrigley Field,1060 West Addison Street in Chicago Illinois ,508e98d6-b62d-4505-91fd-d8787a73af7c,MSMARCO
where is Aiguebelle in south France,It is located in the department of Savoie of the french region Rhone Rhône ,054163c0-46a3-4f6a-8469-90472660264f,MSMARCO
where is Lake Oroville in California,Butte County,5db225e1-db2d-43af-af29-0ece802199bb,MSMARCO
where is Elburn Illinois,No Answer Present ,df06e2a6-03ad-40c4-9ef1-d3d5730ef29d,MSMARCO
where is San Juan Airport,In Carolina  3 miles  5 km  southeast of San Juan  Puerto Rico ,57a34b6b-5e0b-4eab-bf90-7825e1fc9a82,MSMARCO
where did notorious big die in los Angeles,He was shot to death along Museum Row in Los Angeles  Mid Wilshire district early Sunday as he left a music industry party ,3329aeda-7d67-44a8-9753-a2cdb92d90ca,MSMARCO
where is miss Georgia Pageant held,In Columbus  Georgia ,5f213424-03df-4e2e-b6d7-01b160397b45,MSMARCO
where is the ardaiso Quarry,It is a quarry in Toussaint located west of Fort Ussar Ruins and south of Dun Tynne Hillside ,02a47407-76ff-4b1d-8a11-9f5c80468a0f,MSMARCO
where is Germanton North Carolina,Forsyth and Stokes counties,38372020-29f6-437f-bebf-ef76759c57e7,MSMARCO
what is mailing address for irs for Illinois,No Answer Present ,44ae8834-c737-4cf1-80c8-67a26bd9719d,MSMARCO
where is the Cenotaph located,Pretoria  South Africa,09a16c0e-bfea-4057-b820-d69e333f12ef,MSMARCO
where are the Shenandoah Caverns located,In Virginia,7097e59f-0945-4818-8cff-e6bf201f562c,MSMARCO
where is the sunniest place in South Carolina,No Answer Present ,349f6ced-b9c5-454f-bc25-cc98aaa47a24,MSMARCO
what is the oldest Baseball Stadium in the United States,Fenway Park ,0124f934-8e20-4093-820d-d93da5b511e5,MSMARCO
where is Kwai Chung Hong Kong,It is situated in Hong Kong  its geographical coordinates are 22  22  0 North  114  8  0 East,490b9101-6a43-4663-9b93-afdfe5476013,MSMARCO
what is Katong Suburb,A residential area in the east of Singapore near the seafront and it s Formerly located by the sea ,a5ff4ac6-1d7f-4b64-9cf6-865968a098de,MSMARCO
where are rattlesnakes found in Texas,East Texas ,b07a2f4b-ba2c-40b1-8a03-d94801da3cac,MSMARCO
where is Carrollton Texas located,Carrollton is a city in Denton  Dallas  and Collin counties in Texas ,f908bcbc-3197-498c-ae5c-13a8d2f2add6,MSMARCO
where was Angola prison located in the United States,In Louisiana,2c573b49-10f7-49d7-a639-584bc8b7272a,MSMARCO
where is Louisiana Selva beach California,Santa Cruz County  California ,93753e03-5d64-472f-a76e-22af75b92d1f,MSMARCO
where is Sapian,It is a fourth class municipality in the province of Capiz  Philippines ,5da64caa-0929-403c-aed7-495f79afb9bc,MSMARCO
where is Boyne Falls Michigan,Charlevoix County,975cffa8-87fe-432b-a36e-fbbb1f8bce92,MSMARCO
what is the largest island in The California,No Answer Present ,a8813a7d-4074-4a58-804c-72e7c8543d98,MSMARCO
where is the gas pipeline in north Georgia,No Answer Present ,4279b524-669c-43b9-b6a6-77a60fdfd388,MSMARCO
where is Balaclava p o  Santa Elizabeth Jamaica,No Answer Present ,d2f28dda-24e7-43dd-8f1b-33970a55336a,MSMARCO
where Kugluktuk Nunavut is located,on the Coppermine River and the shores of Coronation Gulf on the Arctic Ocean ,6cd6aab7-681d-400c-a3be-b95e3da521aa,MSMARCO
where is Haydarpasa,No Answer Present ,eb1621e9-741e-40ab-a8ea-900ffb1493ee,MSMARCO
where is Walt Disney World Resort,In Florida,683b85a0-5539-421c-85b4-5ec128cb5583,MSMARCO
where is Hood County Texas,Granbury  the county seat  is forty one miles southwest of Fort Worth on U S  Highway 377,cf348717-0df5-452f-b086-043eaf8505f0,MSMARCO
where is Victoria Falls,Victoria Falls is a town in the province of Matabeleland North  Zimbabwe ,0a499c60-3375-4f0d-8d01-2f7dd6f8da61,MSMARCO
where is the Erie Canal located,In Summit County  Ohio ,22b61593-c9f4-417a-87f1-57f380129872,MSMARCO
where are venomous Snakes in Missouri,No Answer Present ,e7fc02ad-f452-4c78-bfd5-3f52bd0a68b1,MSMARCO
where is Padre Island located,In Cameron County  Texas  United States ,21fd5cc0-5e44-4cbb-acbc-65deab3bc4d3,MSMARCO
where is Catawba Wisconsin,Catawba is in Price County  Wisconsin  United States ,ec8e91da-b548-48d1-a954-7d17042bba66,MSMARCO
where is the toyota Tundra manufactured,San Antonio  TX and Princeton  IN and engines being manufactured in Huntsville  AL ,b0152743-eb4a-4f79-b094-c9b17129eb5b,MSMARCO
where is the amtrak station in los Angeles,No Answer Present ,20861f05-9db9-4f18-8e7b-0da5e6d37e6f,MSMARCO
where is Putnam County in Utah,Located in north central Florida  The County Seat is Palatka and the largest city is Palatka ,dbae13c5-1e8f-4f9a-a950-bb438764dfa0,MSMARCO
where did the battle of Passchendaele begin,The Ypres area of Belgium,420e94ef-0452-489a-8811-0aa54c906914,MSMARCO
where is Middleburg Virginia located,No Answer Present ,2e747530-2896-4a89-938a-a7258b5836f9,MSMARCO
where is Brooklyn Bridge at in New York,No Answer Present ,8797d8cb-3a3b-443a-b286-5939d8a7ac5e,MSMARCO
where are the Botanical Gardens in Las Vegas,No Answer Present ,4383b8d2-5c68-44b3-ae41-f567307015bd,MSMARCO
where is Joliet Illinois,In Will and Kendall Counties in the U S  state of Illinois  located 40 miles  64 km  southwest of Chicago ,4dddad1e-4809-4613-a745-f6156a25924b,MSMARCO
